date,open,high,low,close,volume,oi
09/14/1989,224.62,224.79,222.39,222.41,1420300,0
09/15/1989,222.41,223.91,221.39,221.96,1309200,0
09/18/1989,221.96,222.01,220.62,221.75,1050500,0
09/19/1989,221.75,222.68,221.46,221.93,1367100,0
09/20/1989,221.93,222.76,221.40,222.30,1370500,0
09/21/1989,222.30,224.43,222.18,222.65,1386200,0
09/22/1989,222.65,224.21,222.24,223.89,1488900,0
09/25/1989,223.89,224.98,223.13,223.89,1080900,0
09/26/1989,223.89,224.77,223.44,223.87,1233800,0
09/27/1989,223.87,223.87,220.98,223.80,1231800,0
09/28/1989,223.80,226.25,223.80,226.25,1331300,0
09/29/1989,226.25,227.63,225.80,226.39,1363800,0
10/02/1989,226.41,228.12,225.64,228.11,1089500,0
10/03/1989,228.11,229.04,227.85,228.74,1512000,0
10/04/1989,228.74,231.38,228.74,230.90,1643600,0
10/05/1989,230.90,232.85,229.77,231.74,1510900,0
10/06/1989,231.74,234.88,231.74,234.40,1559900,0
10/09/1989,234.40,236.98,233.21,236.79,842700,0
10/10/1989,236.79,238.85,234.98,236.09,1369600,0
10/11/1989,236.09,236.09,233.57,235.09,1330100,0
10/12/1989,235.09,236.00,234.35,234.54,1309600,0
10/13/1989,234.54,235.53,224.51,224.66,1677100,0
10/16/1989,224.66,225.03,213.60,224.95,2428400,0
10/17/1989,224.95,225.87,220.43,224.24,1614700,0
10/18/1989,224.24,226.57,222.49,226.52,1476500,0
10/19/1989,226.52,231.86,226.52,231.53,1734600,0
10/20/1989,231.53,231.65,229.22,231.05,1581600,0
10/23/1989,231.05,231.65,228.21,228.76,1171800,0
10/24/1989,228.76,228.76,223.26,226.18,1524800,0
10/25/1989,226.18,228.11,225.93,226.12,1321200,0
10/26/1989,226.12,226.12,221.99,222.05,1287300,0
10/27/1989,222.05,222.68,217.21,218.84,1327900,0
10/30/1989,218.84,220.53,217.76,219.07,1010700,0
10/31/1989,219.07,223.12,219.07,222.62,1280200,0
11/01/1989,222.62,224.10,222.01,223.31,1186200,0
11/02/1989,223.31,223.31,218.39,219.45,1360000,0
11/03/1989,219.45,220.71,218.62,219.05,1104700,0
11/06/1989,219.05,219.26,215.13,215.18,1110800,0
11/07/1989,215.18,217.99,214.65,217.65,1305500,0
11/08/1989,217.65,221.73,217.65,220.37,1379000,0
11/09/1989,220.37,221.24,219.73,220.65,1267900,0
11/10/1989,220.65,223.20,220.65,222.53,1090500,0
11/13/1989,222.53,223.55,221.47,222.76,1092000,0
11/14/1989,222.76,223.08,220.25,221.37,1237700,0
11/15/1989,221.37,222.55,219.63,222.35,1330100,0
11/16/1989,222.35,222.82,220.68,221.70,1466400,0
11/17/1989,221.70,223.23,221.30,222.63,1213900,0
11/20/1989,222.63,223.92,221.07,223.41,1149200,0
11/21/1989,223.41,224.00,221.73,222.76,1242300,0
11/22/1989,222.76,224.34,222.43,223.63,1397700,0
11/24/1989,223.63,225.04,223.63,224.84,536700,0
11/27/1989,224.84,225.76,223.45,223.65,1081800,0
11/28/1989,223.65,224.35,222.88,223.59,1253400,0
11/29/1989,223.59,223.59,222.10,223.49,1220100,0
11/30/1989,223.49,224.98,222.50,224.45,1296000,0
12/01/1989,224.45,226.40,224.45,225.32,1384700,0
12/04/1989,225.32,226.91,224.33,226.72,1137800,0
12/05/1989,226.72,227.85,226.46,227.30,1320200,0
12/06/1989,227.30,227.65,224.11,224.15,1439500,0
12/07/1989,224.15,225.38,223.77,224.76,1439800,0
12/08/1989,224.76,225.60,223.57,224.02,1281400,0
12/11/1989,224.02,224.02,219.15,220.26,1333900,0
12/12/1989,220.26,220.48,217.31,217.80,1505400,0
12/13/1989,217.80,219.13,217.32,217.91,1846600,0
12/14/1989,217.91,217.91,215.01,216.35,1442600,0
12/15/1989,216.35,217.46,212.63,214.14,1443900,0
12/18/1989,214.14,215.44,209.93,210.85,1467000,0
12/19/1989,210.85,211.71,208.68,211.18,1636300,0
12/20/1989,211.18,213.24,210.93,213.24,1524300,0
12/21/1989,213.24,216.37,213.24,216.23,1642800,0
12/22/1989,216.23,219.21,216.23,217.63,1102300,0
12/26/1989,217.63,218.71,217.19,217.62,744900,0
12/27/1989,217.62,221.57,217.62,221.57,1153100,0
12/28/1989,221.57,221.68,220.36,221.58,1289700,0
12/29/1989,221.58,223.86,221.55,223.84,1641100,0
01/02/1990,223.84,227.73,220.43,227.73,1107200,0
01/03/1990,227.73,228.94,226.10,226.10,1526600,0
01/04/1990,226.10,226.18,222.71,224.71,1479500,0
01/05/1990,224.71,224.79,222.89,223.14,1372300,0
01/08/1990,223.14,223.58,221.64,223.54,1155000,0
01/09/1990,223.54,224.33,221.08,221.18,1331300,0
01/10/1990,221.18,221.18,216.46,216.55,1438900,0
01/11/1990,216.55,218.22,213.51,213.51,1330000,0
01/12/1990,213.51,213.51,208.40,208.79,1435000,0
01/15/1990,208.79,209.34,207.29,207.62,1080600,0
01/16/1990,207.62,212.00,204.76,211.91,1475900,0
01/17/1990,211.91,213.90,210.45,210.60,1391500,0
01/18/1990,210.60,210.63,208.31,210.57,1363300,0
01/19/1990,210.57,214.89,210.57,213.91,1521700,0
01/22/1990,213.91,213.91,207.88,208.06,1304900,0
01/23/1990,208.06,209.99,206.07,207.48,1414400,0
01/24/1990,207.48,209.75,205.75,206.74,1634300,0
01/25/1990,206.74,209.83,205.47,205.77,1305000,0
01/26/1990,205.77,206.75,201.24,203.24,1363400,0
01/29/1990,203.24,204.82,200.12,202.05,1185900,0
01/30/1990,202.05,202.05,196.68,197.65,1601600,0
01/31/1990,197.65,201.96,197.65,201.94,1480000,0
02/01/1990,201.94,203.04,200.52,203.04,1354700,0
02/02/1990,203.04,206.76,202.69,205.62,1350200,0
02/05/1990,205.62,206.84,205.07,206.49,1083500,0
02/06/1990,206.49,206.71,203.77,205.07,1197000,0
02/07/1990,205.07,207.20,202.91,206.80,1493000,0
02/08/1990,206.80,209.58,206.80,207.24,1400300,0
02/09/1990,207.24,208.74,206.92,208.49,1253300,0
02/12/1990,208.49,208.52,205.95,206.88,1130300,0
02/13/1990,206.88,207.99,205.35,207.20,1272300,0
02/14/1990,207.20,208.54,206.99,208.06,1395400,0
02/15/1990,208.06,210.10,206.87,209.93,1523800,0
02/16/1990,209.93,210.43,208.31,208.35,1202200,0
02/20/1990,208.35,208.35,203.35,205.07,1082800,0
02/21/1990,205.07,205.44,201.82,204.75,1201000,0
02/22/1990,204.75,206.85,203.98,204.19,1348700,0
02/23/1990,204.19,204.19,200.40,201.79,1172200,0
02/26/1990,201.79,204.68,201.40,204.63,1146000,0
02/27/1990,204.65,206.71,204.65,205.79,1308500,0
02/28/1990,205.79,208.59,205.60,207.91,1294000,0
03/01/1990,207.91,210.02,206.52,209.10,1342400,0
03/02/1990,209.10,211.54,208.90,211.54,1323700,0
03/05/1990,211.54,212.08,209.35,210.39,1110000,0
03/06/1990,210.39,212.51,207.67,210.96,1391500,0
03/07/1990,210.96,211.87,209.81,210.15,1675500,0
03/08/1990,210.15,213.57,209.61,213.11,1457300,0
03/09/1990,213.11,214.13,212.48,213.82,1351200,0
03/12/1990,213.82,213.83,211.92,213.52,1038400,0
03/13/1990,213.52,214.02,211.49,211.51,1236200,0
03/14/1990,211.51,212.85,210.71,212.27,1221800,0
03/15/1990,212.30,214.13,212.10,213.48,1286800,0
03/16/1990,214.08,218.80,214.08,217.96,1760400,0
03/19/1990,217.96,220.13,215.96,219.87,1294000,0
03/20/1990,219.87,220.10,216.25,216.93,1442200,0
03/21/1990,216.93,217.82,215.70,215.85,1310800,0
03/22/1990,215.85,216.26,211.23,212.54,1462200,0
03/23/1990,212.54,215.38,212.54,214.49,1307400,0
03/26/1990,214.49,217.27,214.49,216.43,962800,0
03/27/1990,216.43,217.95,214.97,217.47,1069100,0
03/28/1990,217.47,217.47,213.22,214.23,1322600,0
03/29/1990,214.23,214.61,212.37,213.11,1241900,0
03/30/1990,213.11,214.26,211.71,213.15,1266300,0
04/02/1990,213.15,213.15,209.90,212.67,1113800,0
04/03/1990,212.67,216.81,212.67,216.81,1347500,0
04/04/1990,216.81,217.73,214.58,215.48,1383800,0
04/05/1990,215.48,216.05,213.87,214.06,1342400,0
04/06/1990,214.06,214.70,212.01,212.48,1365700,0
04/09/1990,212.48,213.15,211.27,212.12,1123700,0
04/10/1990,212.12,214.04,211.95,213.23,1295000,0
04/11/1990,213.23,215.60,213.23,214.52,1338200,0
04/12/1990,214.52,217.19,214.52,216.04,1414100,0
04/16/1990,216.04,218.25,216.04,216.93,1246500,0
04/17/1990,216.88,216.88,214.40,216.50,1364500,0
04/18/1990,216.50,217.10,212.80,213.15,1497500,0
04/19/1990,213.15,213.15,210.71,210.87,1456400,0
04/20/1990,210.87,212.07,207.93,208.62,1503200,0
04/23/1990,208.58,208.58,203.76,205.63,1259900,0
04/24/1990,205.63,207.85,204.23,204.76,1267900,0
04/25/1990,204.76,205.93,204.46,205.58,1217100,0
04/26/1990,205.58,207.10,204.74,205.79,1159300,0
04/27/1990,205.79,206.52,203.01,203.67,1160100,0
04/30/1990,203.67,206.05,202.97,205.82,1057900,0
05/01/1990,205.82,207.59,205.82,207.04,1241300,0
05/02/1990,207.04,208.68,207.04,208.50,1432600,0
05/03/1990,208.58,211.26,208.58,210.09,1608500,0
05/04/1990,210.09,212.73,209.90,212.71,1368100,0
05/07/1990,212.71,216.05,212.71,215.03,1226900,0
05/08/1990,215.03,215.63,214.18,215.17,1338400,0
05/09/1990,215.17,215.65,214.12,215.43,1466300,0
05/10/1990,215.43,217.07,214.87,216.81,1424900,0
05/11/1990,216.81,221.10,216.62,220.89,1675600,0
05/14/1990,220.92,225.68,220.92,223.86,1771700,0
05/15/1990,223.86,224.79,222.29,224.49,1623300,0
05/16/1990,224.49,225.21,222.51,225.13,1524900,0
05/17/1990,225.13,227.30,225.13,226.64,1714100,0
05/18/1990,226.64,228.98,225.85,228.51,1914100,0
05/21/1990,228.51,232.41,228.51,232.21,1694700,0
05/22/1990,232.21,234.73,230.95,232.85,1901600,0
05/23/1990,232.85,236.12,232.10,236.06,1887400,0
05/24/1990,236.06,237.82,235.81,237.04,1743300,0
05/25/1990,236.99,236.99,232.01,232.20,1521900,0
05/29/1990,232.20,235.99,232.02,235.84,1340000,0
05/30/1990,235.84,237.93,235.24,236.35,1693500,0
05/31/1990,236.35,237.47,234.78,236.15,1572600,0
06/01/1990,236.15,238.67,236.15,237.88,1680600,0
06/04/1990,237.88,240.26,235.93,240.11,1421700,0
06/05/1990,240.11,240.97,236.99,237.85,1734600,0
06/06/1990,237.85,238.79,236.68,238.05,1565200,0
06/07/1990,238.05,239.59,235.93,237.38,1510400,0
06/08/1990,237.38,237.38,233.15,234.73,1379000,0
06/11/1990,234.73,236.97,232.76,236.95,1122200,0
06/12/1990,236.95,240.21,236.83,240.11,1632900,0
06/13/1990,240.11,242.85,240.08,242.05,1635500,0
06/14/1990,242.05,242.12,239.26,240.51,1551700,0
06/15/1990,240.51,241.37,239.51,240.79,1685000,0
06/18/1990,240.79,240.79,236.29,236.71,1576500,0
06/19/1990,236.71,237.27,234.94,236.77,1429800,0
06/20/1990,236.77,238.38,235.71,237.32,1480900,0
06/21/1990,237.32,238.26,236.09,238.15,1442900,0
06/22/1990,238.15,239.57,235.69,235.74,1675400,0
06/25/1990,235.74,236.54,232.66,232.91,1135600,0
06/26/1990,232.91,235.60,232.59,232.94,1316200,0
06/27/1990,232.94,235.48,231.76,234.95,1374500,0
06/28/1990,235.26,237.73,235.26,237.41,1488200,0
06/29/1990,237.49,238.93,237.49,238.46,1588100,0
07/02/1990,238.46,238.90,237.57,238.42,1141500,0
07/03/1990,238.42,238.42,236.82,238.18,1310200,0
07/05/1990,238.18,238.18,236.21,237.30,977600,0
07/06/1990,237.30,238.73,235.84,238.46,1014000,0
07/09/1990,238.46,240.18,238.25,239.60,1185000,0
07/10/1990,239.60,240.45,238.04,238.66,1422700,0
07/11/1990,238.66,240.82,237.19,240.77,1590300,0
07/12/1990,240.77,243.59,239.93,243.43,1537000,0
07/13/1990,243.43,246.47,243.13,244.74,1605900,0
07/16/1990,244.74,246.82,244.25,246.18,1380700,0
07/17/1990,246.18,246.39,240.93,241.52,1678100,0
07/18/1990,241.52,241.52,237.32,238.22,1589900,0
07/19/1990,238.22,238.22,233.14,236.40,1825600,0
07/20/1990,236.40,237.82,232.13,232.44,1745800,0
07/23/1990,232.44,232.44,224.37,227.38,1688800,0
07/24/1990,227.38,229.27,222.04,226.49,1605000,0
07/25/1990,226.49,229.63,226.49,228.76,1416000,0
07/26/1990,228.76,229.07,226.10,227.20,1360600,0
07/27/1990,227.20,227.20,224.98,225.63,1218000,0
07/30/1990,225.63,225.63,221.36,223.92,1204400,0
07/31/1990,223.92,224.86,221.93,223.38,1351500,0
08/01/1990,223.38,224.63,221.65,223.12,1289800,0
08/02/1990,223.10,223.10,217.18,218.97,1465400,0
08/03/1990,218.97,218.97,204.62,212.60,2031700,0
08/06/1990,212.60,212.60,200.87,201.46,1748100,0
08/07/1990,201.46,206.54,201.46,202.65,1654700,0
08/08/1990,202.65,206.03,202.65,205.58,1448500,0
08/09/1990,205.58,209.88,205.58,209.13,1299300,0
08/10/1990,209.13,209.46,204.55,206.23,1120300,0
08/13/1990,206.23,207.88,203.21,207.42,876400,0
08/14/1990,207.42,209.34,206.82,208.29,1074900,0
08/15/1990,208.29,210.87,207.98,208.46,1052400,0
08/16/1990,208.46,208.46,202.18,202.19,1149000,0
08/17/1990,202.19,202.19,194.03,196.85,1469500,0
08/20/1990,196.85,197.93,192.70,193.10,1154700,0
08/21/1990,193.10,193.10,184.11,188.26,1664900,0
08/22/1990,188.26,191.34,184.99,185.01,1461000,0
08/23/1990,185.01,185.01,177.05,178.29,2027600,0
08/24/1990,178.29,185.05,178.29,184.96,1610800,0
08/27/1990,184.96,194.88,184.96,193.98,1294000,0
08/28/1990,193.98,195.99,193.04,194.90,1178000,0
08/29/1990,194.90,194.90,192.23,192.90,1180700,0
08/30/1990,192.90,194.20,190.57,190.73,1063000,0
08/31/1990,190.73,193.70,189.30,193.62,798500,0
09/04/1990,193.62,194.87,191.32,194.74,781400,0
09/05/1990,194.74,195.88,193.26,193.82,890500,0
09/06/1990,193.82,193.82,189.57,190.67,987300,0
09/07/1990,190.67,192.51,188.26,191.80,1031600,0
09/10/1990,191.80,195.87,191.80,192.65,962600,0
09/11/1990,192.65,192.84,189.54,190.96,1000700,0
09/12/1990,190.96,192.77,190.06,192.35,984700,0
09/13/1990,192.35,193.73,189.17,189.72,1056500,0
09/14/1990,189.72,189.79,187.51,189.52,1034900,0
09/17/1990,189.52,190.41,187.96,189.60,940200,0
09/18/1990,189.60,189.60,186.75,189.43,1150700,0
09/19/1990,189.43,190.90,188.49,188.77,1208700,0
09/20/1990,188.77,188.77,183.68,183.98,1079200,0
09/21/1990,183.98,184.87,181.40,183.20,1242400,0
09/24/1990,183.20,183.20,176.27,177.60,1148300,0
09/25/1990,177.60,180.72,177.40,180.71,1099300,0
09/26/1990,180.71,180.94,177.59,179.46,1187100,0
09/27/1990,179.46,181.63,173.05,174.19,1532800,0
09/28/1990,174.19,177.09,169.32,177.05,1575100,0
10/01/1990,177.05,184.95,177.05,184.74,1243800,0
10/02/1990,184.74,189.05,184.74,184.92,1358100,0
10/03/1990,184.92,184.92,180.04,180.51,1060300,0
10/04/1990,180.51,180.63,177.90,179.49,1049900,0
10/05/1990,179.49,180.68,174.63,178.37,1096400,0
10/08/1990,178.37,180.79,178.37,179.57,749100,0
10/09/1990,179.57,179.57,173.05,173.63,1095800,0
10/10/1990,173.63,173.63,169.20,169.46,1210400,0
10/11/1990,169.46,170.30,163.60,165.20,1408500,0
10/12/1990,165.20,167.64,162.55,166.71,1323300,0
10/15/1990,166.71,169.54,165.13,169.35,1042200,0
10/16/1990,169.35,169.74,164.96,165.49,1171300,0
10/17/1990,165.49,168.48,164.21,167.27,1217800,0
10/18/1990,167.27,172.58,167.22,172.38,1392900,0
10/19/1990,172.38,176.20,172.38,174.62,1591100,0
10/22/1990,174.62,179.61,173.76,178.57,1146700,0
10/23/1990,178.57,180.13,177.35,178.40,1200800,0
10/24/1990,178.40,178.61,176.13,178.47,1267300,0
10/25/1990,178.47,179.59,175.63,177.34,1043900,0
10/26/1990,177.34,177.34,173.95,174.21,1015000,0
10/29/1990,174.21,175.18,171.18,171.76,922300,0
10/30/1990,171.76,173.17,169.79,172.99,1090100,0
10/31/1990,172.99,174.55,171.95,172.55,1187800,0
11/01/1990,172.55,173.23,170.88,172.88,1079500,0
11/02/1990,172.88,177.18,172.68,176.87,1126500,0
11/05/1990,176.87,180.70,176.87,180.46,990000,0
11/06/1990,180.46,182.58,179.80,180.26,1107300,0
11/07/1990,180.26,180.26,176.61,177.08,1098000,0
11/08/1990,177.08,179.14,176.20,177.71,1069100,0
11/09/1990,177.71,182.24,177.71,182.24,1133500,0
11/12/1990,182.24,188.88,182.24,188.67,1193000,0
11/13/1990,188.67,190.85,187.79,189.88,1233700,0
11/14/1990,189.88,192.67,189.13,192.45,1308100,0
11/15/1990,192.45,192.45,188.63,189.55,1179700,0
11/16/1990,189.55,189.55,183.16,184.96,1319700,0
11/19/1990,184.96,187.49,184.96,187.04,1082600,0
11/20/1990,187.04,187.54,183.07,183.32,1266800,0
11/21/1990,183.32,184.20,182.36,183.93,1166700,0
11/23/1990,183.93,185.26,183.87,184.28,694200,0
11/26/1990,184.28,185.21,181.80,185.12,847300,0
11/27/1990,185.12,189.35,185.12,189.18,1146000,0
11/28/1990,189.18,191.68,189.18,189.70,1285900,0
11/29/1990,189.70,191.16,188.30,191.11,1141900,0
11/30/1990,191.11,193.05,188.99,192.58,1312800,0
12/03/1990,192.65,195.46,192.65,194.52,1238100,0
12/04/1990,194.52,195.78,192.96,195.60,1248500,0
12/05/1990,195.60,199.33,194.90,199.02,1480800,0
12/06/1990,199.02,203.49,198.41,199.49,1894400,0
12/07/1990,199.49,199.71,197.07,199.35,1245800,0
12/10/1990,199.35,199.71,197.75,199.44,1112500,0
12/11/1990,199.44,199.44,196.19,196.55,1287000,0
12/12/1990,196.55,198.02,194.99,198.02,1223000,0
12/13/1990,198.02,198.59,197.01,198.03,1220200,0
12/14/1990,198.03,198.04,194.72,196.13,1195000,0
12/17/1990,196.13,196.13,193.38,195.05,1118700,0
12/18/1990,195.05,199.46,195.05,199.24,1319800,0
12/19/1990,199.26,200.79,198.93,200.41,1462100,0
12/20/1990,200.41,202.20,197.74,201.51,1674000,0
12/21/1990,201.51,203.01,200.88,202.76,1476100,0
12/24/1990,202.76,202.76,200.68,201.22,442100,0
12/26/1990,201.22,202.26,200.12,200.57,723700,0
12/27/1990,200.57,201.17,198.62,199.16,1027200,0
12/28/1990,199.16,199.58,198.04,199.42,1323300,0
12/31/1990,199.42,200.53,198.38,200.53,1288700,0
01/02/1991,200.53,200.80,199.04,199.76,920200,0
01/03/1991,199.76,199.80,196.16,196.40,1083900,0
01/04/1991,196.40,198.07,195.67,196.82,1038300,0
01/07/1991,196.82,196.82,192.21,192.35,1094600,0
01/08/1991,192.35,193.15,190.90,192.09,1117300,0
01/09/1991,192.09,197.43,191.16,191.68,1457800,0
01/10/1991,191.68,196.35,191.68,196.08,1101400,0
01/11/1991,196.08,196.41,194.58,196.20,1076500,0
01/14/1991,196.20,196.20,191.55,193.77,1018100,0
01/15/1991,193.77,195.57,192.71,195.34,1025700,0
01/16/1991,195.34,203.07,195.34,202.96,1221600,0
01/17/1991,202.96,213.71,202.96,209.26,2123500,0
01/18/1991,209.26,211.63,205.61,211.49,1386600,0
01/21/1991,211.49,214.82,208.98,214.37,969600,0
01/22/1991,214.37,214.86,211.55,211.98,1311800,0
01/23/1991,211.98,216.11,210.74,215.83,1338400,0
01/24/1991,215.83,220.64,215.83,219.79,1765600,0
01/25/1991,219.79,222.08,218.99,221.01,1587900,0
01/28/1991,221.01,223.49,220.04,222.24,1285000,0
01/29/1991,222.24,224.57,221.04,224.47,1520600,0
01/30/1991,224.47,229.29,223.68,229.27,2026600,0
01/31/1991,229.27,232.68,228.76,232.43,1772600,0
02/01/1991,232.43,236.01,231.27,234.45,1682200,0
02/04/1991,234.45,237.40,233.13,236.87,1859400,0
02/05/1991,236.87,241.73,236.29,241.57,2085100,0
02/06/1991,241.57,247.49,240.30,247.05,2195900,0
02/07/1991,247.05,249.29,241.59,243.43,2456000,0
02/08/1991,243.43,245.12,241.54,244.48,1681900,0
02/11/1991,244.48,249.54,244.48,249.30,1848400,0
02/12/1991,249.30,250.46,247.50,248.20,2007400,0
02/13/1991,248.20,250.38,246.57,250.34,1765800,0
02/14/1991,250.34,251.71,244.46,245.59,1916700,0
02/15/1991,245.59,249.24,245.59,248.34,1550300,0
02/19/1991,248.34,251.07,247.54,250.82,1328900,0
02/20/1991,250.04,250.04,247.29,247.76,1422400,0
02/21/1991,247.76,249.18,246.65,246.85,1428100,0
02/22/1991,246.85,252.85,246.71,248.63,1770100,0
02/25/1991,248.63,252.54,248.40,250.04,1492600,0
02/26/1991,250.04,250.04,246.38,247.80,1304600,0
02/27/1991,247.80,250.06,246.68,249.71,1619200,0
02/28/1991,249.71,251.35,248.12,250.12,1714600,0
03/01/1991,250.12,252.87,247.79,252.39,1605300,0
03/04/1991,252.39,253.93,251.21,253.38,1497900,0
03/05/1991,253.38,262.98,253.38,262.18,2248800,0
03/06/1991,262.18,267.39,262.18,263.15,2830800,0
03/07/1991,263.15,265.45,261.49,264.57,1918900,0
03/08/1991,264.57,267.46,262.80,262.86,1879100,0
03/11/1991,262.86,262.86,254.75,255.18,1612500,0
03/12/1991,255.18,255.18,250.32,250.67,1625100,0
03/13/1991,250.67,257.34,250.67,257.07,1629500,0
03/14/1991,257.07,260.19,254.60,255.79,1994100,0
03/15/1991,255.79,256.65,252.57,254.63,1577200,0
03/18/1991,254.63,256.95,252.84,255.63,1382900,0
03/19/1991,255.63,255.63,249.70,253.85,1493400,0
03/20/1991,253.85,256.35,252.98,256.09,1614400,0
03/21/1991,256.09,258.52,252.04,252.97,2069200,0
03/22/1991,252.97,253.57,251.31,252.27,1680800,0
03/25/1991,252.27,256.90,252.23,255.77,1485700,0
03/26/1991,255.77,264.83,255.77,264.67,1919700,0
03/27/1991,264.67,267.93,264.67,266.55,1943800,0
03/28/1991,266.55,267.54,264.85,264.90,1843000,0
04/01/1991,264.90,265.10,262.73,264.60,1261900,0
04/02/1991,264.60,273.89,264.60,273.85,1996300,0
04/03/1991,273.85,277.01,273.85,275.15,2298100,0
04/04/1991,275.15,279.64,274.28,277.29,2161100,0
04/05/1991,277.29,278.92,273.90,275.44,2002600,0
04/08/1991,275.44,276.01,273.96,275.65,1489300,0
04/09/1991,275.65,277.46,272.42,272.93,1704700,0
04/10/1991,272.93,274.63,269.51,271.07,1727000,0
04/11/1991,271.07,278.83,271.07,278.45,1979100,0
04/12/1991,278.45,280.26,275.86,279.20,1858500,0
04/15/1991,279.20,279.20,274.64,278.29,1678000,0
04/16/1991,278.29,282.23,277.57,282.03,2234500,0
04/17/1991,282.03,286.05,282.03,283.39,2675600,0
04/18/1991,283.39,283.43,277.73,277.78,2555300,0
04/19/1991,277.78,277.78,273.36,274.01,2180100,0
04/22/1991,274.01,274.01,268.90,271.33,1534400,0
04/23/1991,271.33,274.62,270.55,272.14,1615500,0
04/24/1991,272.14,275.20,271.76,274.54,1582300,0
04/25/1991,274.54,275.05,271.77,271.96,1695800,0
04/26/1991,271.96,271.96,268.63,271.30,1492000,0
04/29/1991,271.30,272.74,266.04,266.14,1403000,0
04/30/1991,266.14,266.20,259.35,263.65,2014700,0
05/01/1991,263.65,264.24,259.69,264.22,1851900,0
05/02/1991,264.22,268.20,264.22,266.52,1747900,0
05/03/1991,266.52,267.26,265.00,267.11,1421100,0
05/06/1991,267.11,267.40,265.16,267.33,1195800,0
05/07/1991,267.33,269.73,265.98,266.24,1569300,0
05/08/1991,266.24,268.05,265.02,267.17,1585100,0
05/09/1991,267.17,271.89,267.17,271.24,1796200,0
05/10/1991,271.24,273.60,268.11,268.71,1583500,0
05/13/1991,268.71,270.64,267.15,268.99,1260000,0
05/14/1991,268.99,268.99,264.86,266.09,1550300,0
05/15/1991,266.09,266.09,256.55,258.11,1867400,0
05/16/1991,258.11,261.98,258.11,260.70,1542700,0
05/17/1991,260.70,260.89,258.14,260.46,1462000,0
05/20/1991,260.46,261.26,257.83,258.62,1253900,0
05/21/1991,258.62,262.47,258.62,261.26,1664600,0
05/22/1991,261.26,266.55,261.26,265.69,1617500,0
05/23/1991,265.69,267.93,265.69,267.17,1708500,0
05/24/1991,267.17,270.02,267.17,269.51,1280000,0
05/28/1991,269.51,273.43,269.51,273.38,1263300,0
05/29/1991,273.38,275.68,272.86,274.36,1476300,0
05/30/1991,274.36,278.12,273.61,277.24,1506100,0
05/31/1991,277.24,279.00,275.32,279.00,1573800,0
06/03/1991,279.00,281.42,277.04,280.93,1421600,0
06/04/1991,280.93,281.32,278.63,281.13,1571500,0
06/05/1991,281.13,281.13,276.86,277.36,1583100,0
06/06/1991,277.36,277.88,273.87,274.21,1615300,0
06/07/1991,274.21,274.21,268.80,270.57,1458200,0
06/10/1991,270.57,271.63,268.12,268.38,1138100,0
06/11/1991,268.38,271.01,268.18,269.26,1403200,0
06/12/1991,269.26,269.26,263.24,265.29,1569100,0
06/13/1991,265.29,266.56,263.86,264.79,1277000,0
06/14/1991,264.79,268.45,264.79,267.80,1350000,0
06/17/1991,267.80,269.80,267.17,267.57,1166000,0
06/18/1991,267.57,268.46,264.77,265.48,1454200,0
06/19/1991,265.48,265.48,260.02,260.27,1508300,0
06/20/1991,260.27,261.20,257.90,260.56,1439200,0
06/21/1991,260.56,261.97,259.48,260.28,1511300,0
06/24/1991,260.28,260.28,250.74,250.88,1241200,0
06/25/1991,250.88,254.37,250.46,250.99,1290300,0
06/26/1991,250.99,253.15,249.79,252.45,1364800,0
06/27/1991,252.45,255.57,252.45,255.26,1389100,0
06/28/1991,255.26,256.01,251.10,254.20,1603300,0
07/01/1991,254.20,259.92,254.20,259.12,1219300,0
07/02/1991,259.12,259.12,255.88,256.09,1365400,0
07/03/1991,256.09,256.09,251.21,252.43,1250200,0
07/05/1991,252.43,253.57,251.35,251.98,562600,0
07/08/1991,251.98,259.08,249.99,258.93,1217900,0
07/09/1991,258.93,262.88,258.93,260.68,1514800,0
07/10/1991,260.68,265.47,260.68,263.33,1716100,0
07/11/1991,263.33,264.14,262.08,263.84,1400300,0
07/12/1991,263.84,267.73,263.10,267.44,1554700,0
07/15/1991,267.44,269.27,266.85,268.90,1379500,0
07/16/1991,268.90,269.78,264.48,264.48,1569500,0
07/17/1991,264.48,264.48,261.73,263.38,1609400,0
07/18/1991,263.38,266.93,263.38,266.23,1717300,0
07/19/1991,266.23,268.05,265.79,266.92,1770000,0
07/22/1991,266.92,266.92,263.57,264.34,1279100,0
07/23/1991,264.34,265.33,259.30,259.32,1447000,0
07/24/1991,259.32,260.51,257.85,257.86,1472500,0
07/25/1991,257.86,261.59,257.86,261.20,1347400,0
07/26/1991,261.20,264.77,261.20,264.22,1245600,0
07/29/1991,264.22,264.77,262.08,264.63,1216700,0
07/30/1991,264.63,269.36,264.63,269.32,1522600,0
07/31/1991,269.32,272.35,269.06,272.15,1603200,0
08/01/1991,272.15,274.77,271.61,274.24,1601000,0
08/02/1991,274.24,277.22,274.24,275.47,1484900,0
08/05/1991,275.47,275.47,272.11,272.16,1170900,0
08/06/1991,272.16,274.99,271.52,274.74,1497200,0
08/07/1991,274.74,276.86,274.68,276.54,1772700,0
08/08/1991,276.54,279.77,276.54,278.76,1615900,0
08/09/1991,278.76,280.14,277.23,278.15,1407800,0
08/12/1991,278.15,280.90,277.07,280.25,1140700,0
