epid,country,first_name,last_name,birthdate,gender,eugroup,party
96757,IT,Raffaele,BALDASSARRE,1956-09-23,M,PPE,Forza Italia
96979,IT,Francesca,BALZANI,1966-10-31,F,S&D,Partito Democratico
21818,IT,Paolo,BARTOLOZZI,1957-09-12,M,PPE,Forza Italia
23866,SK,Edit,BAUER,1946-08-30,F,PPE,Strana mad'arskej komunity- Magyar Közösség Pártja
4507,NL,Bastiaan,BELDER,1946-10-25,M,EFD,Staatkundig Gereformeerde Partij
28257,BE,Ivo,BELET,1959-06-07,M,PPE,Christen-Democratisch & Vlaams
28214,FR,Jean-Luc,BENNAHMIAS,1954-12-02,M,ALDE,Mouvement Démocrate
1985,FR,Pervenche,BERÈS,1957-03-10,F,S&D,Parti socialiste
4746,IT,Sergio,BERLATO,1959-07-27,M,PPE,Forza Italia
97156,IT,Luigi,BERLINGUER,1932-07-25,M,S&D,Partito Democratico
28174,NL,Thijs,BERMAN,1957-09-26,M,S&D,Partij van de Arbeid
23788,PL,Adam,BIELAN,1974-09-12,M,ECR,Polska Razem Jarosława Gowina
38610,BG,Slavi,BINEV,1965-12-10,M,EFD,"People for Real, Open and United Democracy / Conservative Party for Democracy and Success"
28513,GB,Godfrey,BLOOM,1949-11-22,M,Array,United Kingdom Independence Party
39722,RO,Sebastian Valentin,BODU,1970-12-07,M,PPE,Partidul Democrat-Liberal
1037,DE,Reimer,BÖGE,1951-12-18,M,PPE,Christlich Demokratische Union Deutschlands
29074,IT,Vito,BONSIGNORE,1943-07-03,M,PPE,Nuovo Centrodestra
21817,IT,Mario,BORGHEZIO,1947-12-03,M,Array,Lega Nord
96916,IT,Rita,BORSELLINO,1945-06-02,F,S&D,Partito Democratico
39711,RO,Victor,BOŞTINARU,1952-05-17,M,S&D,Partidul Social Democrat
33570,GB,Sharon,BOWLES,1953-06-12,F,ALDE,Liberal Democrats Party
4540,GB,Philip,BRADBOURN,1951-08-09,M,ECR,Conservative Party
111126,PL,Arkadiusz Tomasz,BRATKOWSKI,1959-05-13,M,PPE,Polskie Stronnictwo Ludowe
28354,CZ,Jan,BŘEZINA,1954-04-14,M,PPE,-
1263,DE,Elmar,BROK,1946-05-14,M,PPE,Christlich Demokratische Union Deutschlands
96716,CZ,Zuzana,BRZOBOHATÁ,1962-07-11,F,S&D,Česká strana sociálně demokratická
4267,DE,Udo,BULLMANN,1956-06-08,M,S&D,Sozialdemokratische Partei Deutschlands
28269,PL,Jerzy,BUZEK,1940-07-03,M,PPE,Platforma Obywatelska
96849,FR,Alain,CADEC,1953-06-21,M,PPE,Union pour un Mouvement Populaire
4536,GB,Martin,CALLANAN,1961-08-08,M,ECR,Conservative Party
96754,NL,Wim van de,CAMP,1953-07-27,M,PPE,Christen Democratisch Appèl
96733,IT,Antonio,CANCIAN,1951-07-02,M,PPE,Nuovo Centrodestra
96867,PT,Maria Da Graça,CARVALHO,1955-04-09,F,PPE,Partido Social Democrata
28122,MT,David,CASA,1968-11-16,M,PPE,Partit Nazzjonalista
4532,GB,Michael,CASHMAN,1950-12-17,M,S&D,Labour Party
988,IT,Carlo,CASINI,1935-03-04,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
28219,DE,Daniel,CASPARY,1976-04-04,M,PPE,Christlich Demokratische Union Deutschlands
28148,FR,Françoise,CASTEX,1956-02-07,F,S&D,Parti socialiste
28206,FR,Jean-Marie,CAVADA,1940-02-24,M,PPE,Nouveau Centre
4337,ES,Alejandro,CERCAS,1949-05-25,M,S&D,Partido Socialista Obrero Español
28243,DE,Jorgo,CHATZIMARKAKIS,1966-04-21,M,ALDE,Freie Demokratische Partei
2097,GB,Giles,CHICHESTER,1946-07-29,M,ECR,Conservative Party
28154,DK,Ole,CHRISTENSEN,1955-05-07,M,S&D,Socialdemokratiet
24030,BE,Philip,CLAEYS,1965-05-24,M,Array,Vlaams Belang
1202,FR,Yves,COCHET,1946-02-15,M,Verts/ALE,Europe Écologie
1892,PT,Carlos,COELHO,1960-05-20,M,PPE,Partido Social Democrata
1934,FR,Daniel,COHN-BENDIT,1945-04-04,M,Verts/ALE,Europe Écologie
2315,FR,Jean Louis,COTTIGNY,1950-09-12,M,S&D,Parti socialiste
96880,IT,Andrea,COZZOLINO,1962-08-03,M,S&D,Partito Democratico
28238,DE,Michael,CRAMER,1949-06-16,M,Verts/ALE,Bündnis 90/Die Grünen
96873,DE,Jürgen,CREUTZMANN,1945-10-04,M,ALDE,Freie Demokratische Partei
2109,IE,Brian,CROWLEY,1964-03-04,M,ALDE,Fianna Fáil Party
96856,RO,George Sabin,CUTAŞ,1968-02-23,M,S&D,Partidul Social Democrat + Partidul Conservator
97125,BE,Frédéric,DAERDEN,1970-01-11,M,S&D,Parti Socialiste
96809,NL,Peter van,DALEN,1958-09-03,M,ECR,ChristenUnie
95281,RO,Vasilica Viorica,DĂNCILĂ,1963-12-16,F,S&D,Partidul Social Democrat
4342,FR,Joseph,DAUL,1947-04-13,M,PPE,Union pour un Mouvement Populaire
96973,PT,Mário,DAVID,1953-08-20,M,PPE,Partido Social Democrata
4554,GB,Chris,DAVIES,1954-07-07,M,ALDE,Liberal Democrats Party
96887,IT,Francesco,DE ANGELIS,1959-10-04,M,S&D,Partito Democratico
96891,IT,Paolo,DE CASTRO,1958-02-02,M,S&D,Partito Democratico
22097,BE,Véronique,DE KEYSER,1945-03-23,F,S&D,Parti Socialiste
1746,IT,Luigi Ciriaco,DE MITA,1928-02-02,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
4335,FR,Marielle de,SARNEZ,1951-03-27,F,ALDE,Mouvement Démocrate
4318,FR,Harlem,DÉSIR,1959-11-25,M,S&D,Parti socialiste
28228,DE,Albert,DESS,1947-04-17,M,PPE,Christlich-Soziale Union in Bayern e.V.
4347,FR,Christine,DE VEYRAC,1959-11-06,F,PPE,Union des Démocrates et Indépendants
28397,ES,Agustín,DÍAZ DE MERA GARCÍA CONSUEGRA,1947-09-27,M,PPE,Partido Popular
4514,GB,Andrew,DUFF,1950-12-25,M,ALDE,Liberal Democrats Party
96639,BE,Isabelle,DURANT,1954-09-04,F,Verts/ALE,Ecologistes Confédérés pour l'Organisation de Luttes Originales
28226,DE,Christian,EHLER,1963-08-17,M,PPE,Christlich Demokratische Union Deutschlands
25718,BE,Saïd,EL KHADRAOUI,1975-04-09,M,S&D,Socialistische Partij.Anders
1419,GB,James,ELLES,1949-09-03,M,ECR,Conservative Party
96876,LU,Frank,ENGEL,1975-05-10,M,PPE,Parti chrétien social luxembourgeois
97133,BE,Derk Jan,EPPINK,1958-11-07,M,ECR,Lijst Dedecker
28310,PT,Edite,ESTRELA,1949-10-28,F,S&D,Partido Socialista
4550,GB,Jill,EVANS,1959-05-08,F,Verts/ALE,Plaid Cymru - Party of Wales
23695,CZ,Hynek,FAJMON,1968-05-17,M,ECR,Občanská demokratická strana
96911,SI,Tanja,FAJON,1971-05-09,F,S&D,Socialni demokrati
4525,GB,Nigel,FARAGE,1964-04-03,M,EFD,United Kingdom Independence Party
4265,SE,Göran,FÄRM,1949-10-17,M,S&D,Arbetarepartiet- Socialdemokraterna
1917,DE,Markus,FERBER,1965-01-15,M,PPE,Christlich-Soziale Union in Bayern e.V.
28308,PT,Elisa,FERREIRA,1955-10-17,F,S&D,Partido Socialista
96706,PT,João,FERREIRA,1978-11-20,M,GUE/NGL,Partido Comunista Português
96810,IT,Carlo,FIDANZA,1976-09-21,M,PPE,Fratelli d'Italia - Centrodestra Nazionale
96729,ES,Santiago,FISAS AYXELA,1948-08-29,M,PPE,Partido Popular
23868,SK,Monika,FLAŠÍKOVÁ BEŇOVÁ,1968-08-15,F,S&D,SMER-Sociálna demokracia
4385,FR,Hélène,FLAUTRE,1958-07-29,F,Verts/ALE,Europe Écologie
96840,DE,Knut,FLECKENSTEIN,1953-12-20,M,S&D,Sozialdemokratische Partei Deutschlands
1038,DE,Karl-Heinz,FLORENZ,1947-10-22,M,PPE,Christlich Demokratische Union Deutschlands
1993,ES,Carmen,FRAGA ESTÉVEZ,1948-10-19,F,PPE,Partido Popular
2341,DE,Michael,GAHLER,1960-04-22,M,PPE,Christlich Demokratische Union Deutschlands
2125,IE,Pat the Cope,GALLAGHER,1948-03-10,M,ALDE,Fianna Fáil Party
102886,HU,Ildikó,GÁLL-PELCZ,1962-05-02,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28298,ES,Iratxe,GARCÍA PÉREZ,1974-10-07,F,S&D,Partido Socialista Obrero Español
4562,IT,Giuseppe,GARGANI,1935-04-23,M,PPE,Popolari per l’Europa
1665,ES,Salvador,GARRIGA POLLEDO,1957-08-06,M,PPE,Partido Popular
28193,FR,Jean-Paul,GAUZÈS,1947-10-01,M,PPE,Union pour un Mouvement Populaire
1913,DE,Evelyne,GEBHARDT,1954-01-19,F,S&D,Sozialdemokratische Partei Deutschlands
28377,PL,Lidia Joanna,GERINGER de OEDENBERG,1957-09-12,F,S&D,Sojusz Lewicy Demokratycznej
1431,GR,Marietta,GIANNAKOU,1951-06-05,F,PPE,Nea Demokratia
28379,PL,Adam,GIEREK,1938-04-17,M,S&D,Unia Pracy
1902,DE,Norbert,GLANTE,1952-08-08,M,S&D,Sozialdemokratische Partei Deutschlands
28145,HU,Béla,GLATTFELDER,1967-05-04,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
4429,LU,Robert,GOEBBELS,1944-04-03,M,S&D,Parti ouvrier socialiste luxembourgeois
840,LU,Charles,GOERENS,1952-02-06,M,ALDE,Parti démocratique
1164,FR,Bruno,GOLLNISCH,1950-01-28,M,Array,Front national
28306,PT,Ana,GOMES,1954-02-09,F,S&D,Partido Socialista
96832,HU,Kinga,GÖNCZ,1947-11-08,F,S&D,Magyar Szocialista Párt
28393,ES,Luis de,GRANDES PASCUAL,1945-01-27,M,PPE,Partido Popular
28220,DE,Ingeborg,GRÄSSLE,1961-03-02,F,PPE,Christlich Demokratische Union Deutschlands
28208,FR,Nathalie,GRIESBECK,1956-05-24,F,ALDE,Mouvement Démocrate
96751,GB,Nick,GRIFFIN,1959-03-01,M,Array,British National Party
34728,DE,Matthias,GROOTE,1973-10-21,M,S&D,Sozialdemokratische Partei Deutschlands
2247,BE,Mathieu,GROSCH,1950-09-14,M,PPE,Christlich Soziale Partei
2025,FR,Françoise,GROSSETÊTE,1946-05-17,F,PPE,Union pour un Mouvement Populaire
4326,ES,Cristina,GUTIÉRREZ-CORTINES,1939-12-17,F,PPE,Partido Popular
23816,HU,András,GYÜRK,1972-12-02,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28477,GB,Fiona,HALL,1955-07-15,F,ALDE,Liberal Democrats Party
96851,DE,Thomas,HÄNDEL,1953-08-27,M,GUE/NGL,DIE LINKE.
28275,PL,Małgorzata,HANDZLIK,1965-01-01,F,PPE,Platforma Obywatelska
96707,HU,Ágnes,HANKISS,1950-03-07,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
4555,GB,Daniel,HANNAN,1971-09-01,M,ECR,Conservative Party
4538,GB,Malcolm,HARBOUR,1947-02-19,M,ECR,Conservative Party
28116,IE,Marian,HARKIN,1953-11-26,F,ALDE,-
103132,NL,Lucas,HARTONG,1963-05-24,M,Array,Partij voor de Vrijheid
1914,DE,Jutta,HAUG,1951-10-08,F,S&D,Sozialdemokratische Partei Deutschlands
96752,DE,Martin,HÄUSLING,1961-03-26,M,Verts/ALE,Bündnis 90/Die Grünen
28131,SE,Anna,HEDH,1967-03-18,F,S&D,Arbetarepartiet- Socialdemokraterna
4516,GB,Roger,HELMER,1944-01-25,M,EFD,United Kingdom Independence Party
28155,HU,Edit,HERCZOG,1961-05-05,F,S&D,Magyar Szocialista Párt
22418,ES,Esther,HERRANZ GARCÍA,1969-07-03,F,PPE,Partido Popular
28117,IE,Jim,HIGGINS,1945-05-04,M,PPE,Fine Gael Party
28124,SE,Gunnar,HÖKMARK,1952-09-19,M,PPE,Moderata Samlingspartiet
5846,GB,Mary,HONEYBALL,1952-11-12,F,S&D,Labour Party
5565,FR,Brice,HORTEFEUX,1958-05-11,M,PPE,Union pour un Mouvement Populaire
2073,GB,Richard,HOWITT,1961-04-05,M,S&D,Labour Party
2338,GB,Ian,HUDGHTON,1951-09-19,M,Verts/ALE,Scottish National Party
1407,GB,Stephen,HUGHES,1952-08-19,M,S&D,Labour Party
34249,BG,Filiz Hakaeva,HYUSMENOVA,1966-06-10,F,ALDE,Movement for Rights and Freedoms
28125,SE,Anna,IBRISAGIC,1967-05-23,F,PPE,Moderata Samlingspartiet
38605,BG,Iliana Malinova,IOTOVA,1964-10-24,F,S&D,Coalition for Bulgaria
97130,IT,Vincenzo,IOVINE,1955-12-28,M,S&D,Partito Democratico
28398,ES,Carlos José,ITURGAIZ ANGULO,1965-10-20,M,PPE,Partido Popular
96857,RO,Cătălin Sorin,IVAN,1978-12-23,M,S&D,Partidul Social Democrat
96740,FR,Yannick,JADOT,1967-07-27,M,Verts/ALE,Europe Écologie
96772,DE,Peter,JAHR,1959-04-24,M,PPE,Christlich Demokratische Union Deutschlands
96806,ES,Teresa,JIMÉNEZ-BECERRIL BARRIO,1961-07-24,F,PPE,Partido Popular
96837,DE,Petra,KAMMEREVERT,1966-06-01,F,S&D,Sozialdemokratische Partei Deutschlands
28506,GB,Mike,NATTRASS,1945-12-14,M,Array,An Independence Party
28295,ES,Antolín,SÁNCHEZ PRESEDO,1955-04-05,M,S&D,Partido Socialista Obrero Español
114840,CY,Sophocles,SOPHOCLEOUS,1962-08-07,M,S&D,Movement for Social Democracy EDEK
96855,HU,Csanád,SZEGEDI,1982-09-22,M,Array,Jobbik Magyarországért Mozgalom
96958,GB,William (The Earl of),DARTMOUTH,1949-09-23,M,EFD,United Kingdom Independence Party
30475,LT,Justina,VITKAUSKAITE BERNARD,1978-01-11,F,ALDE,Darbo partija
112014,GB,Phil,BENNION,1954-10-07,M,ALDE,Liberal Democrats Party
96674,SE,Anna Maria,CORAZZA BILDT,1963-03-10,F,PPE,Moderata Samlingspartiet
37524,BG,Marusya,LYUBCHEVA,1949-07-20,F,S&D,Coalition for Bulgaria
119435,HR,Davor Ivo,STIER,1972-01-06,M,PPE,Hrvatska demokratska zajednica
118999,IT,Franco,FRIGO,1950-08-13,M,S&D,Partito Democratico
110984,MT,Joseph,CUSCHIERI,1968-02-20,M,S&D,Partit Laburista
96699,FR,Jean-Paul,BESSET,1946-08-17,M,Verts/ALE,Europe Écologie
28372,PL,Ryszard,CZARNECKI,1963-01-25,M,ECR,Prawo i Sprawiedliwość
28150,HU,Kinga,GÁL,1970-09-06,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
103488,ES,Sergio,GUTIÉRREZ PRIETO,1982-07-11,M,S&D,Partido Socialista Obrero Español
119875,ES,Iñaki,IRAZABALBEITIA FERNÁNDEZ,1957-08-01,M,Verts/ALE,Aralar
28291,SI,Romana,JORDAN,1966-01-08,F,PPE,Slovenska demokratska stranka
38613,BG,Metin,KAZAK,1972-07-29,M,ALDE,Movement for Rights and Freedoms
96882,AT,Elisabeth,KÖSTINGER,1978-11-22,F,PPE,Österreichische Volkspartei
122404,DK,Claus,LARSEN-JENSEN,1953-05-09,M,S&D,Socialdemokratiet
120478,DE,Martina,MICHELS,1955-12-01,F,GUE/NGL,DIE LINKE.
118858,MT,Marlene,MIZZI,1954-12-24,F,S&D,Partit Laburista
112744,HR,Tonino,PICULA,1961-08-31,M,S&D,Socijaldemokratska partija Hrvatske
28404,IT,Matteo,SALVINI,1973-03-09,M,EFD,Lega Nord
96718,CZ,Olga,SEHNALOVÁ,1968-10-25,F,S&D,Česká strana sociálně demokratická
122317,PL,Tadeusz,ROSS,1938-03-14,M,PPE,Platforma Obywatelska
118860,MT,Claudette,ABELA BALDACCHINO,1973-02-17,F,S&D,Partit Laburista
122885,DK,Rina Ronja,KARI,1985-02-15,F,GUE/NGL,Folkebevægelsen mod EU
28141,HU,Lívia,JÁRÓKA,1974-10-06,F,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96782,PL,Sidonia Elżbieta,JĘDRZEJEWSKA,1975-11-05,F,PPE,Platforma Obywatelska
4271,DE,Elisabeth,JEGGLE,1947-07-21,F,PPE,Christlich Demokratische Union Deutschlands
4440,DK,Anne,E. JENSEN,1951-08-17,F,ALDE,"Venstre, Danmarks Liberale Parti"
96748,NL,Cornelis de,JONG,1955-05-22,M,GUE/NGL,Socialistische Partij
28156,DK,Dan,JØRGENSEN,1975-06-12,M,S&D,Socialdemokratiet
96884,FR,Philippe,JUVIN,1964-02-01,M,PPE,Union pour un Mouvement Populaire
23691,SI,Jelko,KACIN,1955-11-26,M,ALDE,Liberalna Demokracija Slovenije
97014,AT,Karin,KADENBACH,1958-04-19,F,S&D,Sozialdemokratische Partei Österreichs
96771,PL,Jarosław,KALINOWSKI,1962-04-12,M,PPE,Polskie Stronnictwo Ludowe
96934,LV,Sandra,KALNIETE,1952-12-22,F,PPE,Vienotība
33569,GB,Syed,KAMALL,1967-02-15,M,ECR,Conservative Party
23792,PL,Michał Tomasz,KAMIŃSKI,1972-03-28,M,ECR,Niezależny
28481,GB,Sajjad,KARIM,1970-07-11,M,ECR,Conservative Party
25919,DE,Martin,KASTLER,1974-06-18,M,PPE,Christlich-Soziale Union in Bayern e.V.
96737,FR,Nicole,KIIL-NIELSEN,1949-08-21,F,Verts/ALE,Europe Écologie
34231,BG,Evgeni,KIRILOV,1945-01-26,M,S&D,Coalition for Bulgaria
4542,GB,Timothy,KIRKHOPE,1945-04-29,M,ECR,Conservative Party
1929,DE,Christa,KLASS,1951-11-07,F,PPE,Christlich Demokratische Union Deutschlands
23413,SI,Mojca,KLEVA KEKUŠ,1976-03-30,F,S&D,Socialni demokrati
28244,DE,Wolf,KLINZ,1941-09-13,M,ALDE,Freie Demokratische Partei
1852,DE,Dieter-Lebrecht,KOCH,1953-01-07,M,PPE,Christlich Demokratische Union Deutschlands
28241,DE,Silvana,KOCH-MEHRIN,1970-11-17,F,ALDE,Freie Demokratische Partei
28331,CZ,Jaromír,KOHLÍČEK,1953-02-23,M,GUE/NGL,Komunistická strana Čech a Moravy
96785,PL,Lena,KOLARSKA-BOBIŃSKA,1947-12-03,F,PPE,Platforma Obywatelska
39319,GR,Maria Eleni,KOPPA,1963-03-01,F,S&D,Panhellenic Socialist Movement
4260,FI,Eija-Riitta,KORHOLA,1959-06-15,F,PPE,Kansallinen Kokoomus
96829,HU,Ádám,KÓSA,1975-07-01,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
96793,PL,Paweł Robert,KOWAL,1975-07-22,M,ECR,Polska Razem Jarosława Gowina
23873,SK,Sergej,KOZLÍK,1950-07-27,M,ALDE,Ľudová strana - Hnutie za demokratické Slovensko
101954,PL,Jan,KOZŁOWSKI,1946-01-01,M,PPE,Platforma Obywatelska
28247,DE,Holger,KRAHMER,1970-10-16,M,ALDE,Freie Demokratische Partei
4482,GR,Rodi,KRATSA-TSAGAROPOULOU,1953-04-15,F,PPE,Nea Demokratia
1854,DE,Constanze Angela,KREHL,1956-10-14,F,S&D,Sozialdemokratische Partei Deutschlands
1935,DE,Wolfgang,KREISSL-DÖRFLER,1950-12-01,M,S&D,Sozialdemokratische Partei Deutschlands
96767,DE,Werner,KUHN,1955-05-19,M,PPE,Christlich Demokratische Union Deutschlands
1204,FR,Alain,LAMASSOURE,1944-02-10,M,PPE,Union pour un Mouvement Populaire
4531,GB,Jean,LAMBERT,1950-06-01,F,Verts/ALE,Green Party
28242,DE,Alexander Graf,LAMBSDORFF,1966-11-05,M,ALDE,Freie Demokratische Partei
23746,LT,Vytautas,LANDSBERGIS,1932-10-18,M,PPE,Tėvynės sąjunga - Lietuvos krikščionys demokratai
1909,DE,Bernd,LANGE,1955-11-14,M,S&D,Sozialdemokratische Partei Deutschlands
38398,NL,Esther de,LANGE,1975-02-19,F,PPE,Christen Democratisch Appèl
1928,DE,Werner,LANGEN,1949-11-27,M,PPE,Christlich Demokratische Union Deutschlands
96816,IT,Giovanni,LA VIA,1963-06-28,M,PPE,Nuovo Centrodestra
96796,PL,Ryszard Antoni,LEGUTKO,1949-12-24,M,ECR,Prawo i Sprawiedliwość
2224,DE,Klaus-Heiner,LEHNE,1957-10-28,M,PPE,Christlich Demokratische Union Deutschlands
28251,AT,Jörg,LEICHTFRIED,1967-06-18,M,S&D,Sozialdemokratische Partei Österreichs
4262,DE,Jo,LEINEN,1948-04-06,M,S&D,Sozialdemokratische Partei Deutschlands
97076,FR,Corinne,LEPAGE,1951-05-11,F,ALDE,Citoyenneté Action Participation pour le 21ème siècle
1023,FR,Jean-Marie,LE PEN,1928-06-20,M,Array,Front national
28210,FR,Marine,LE PEN,1968-08-05,F,Array,Front national
23768,PL,Bogusław,LIBERADZKI,1948-09-12,M,S&D,Sojusz Lewicy Demokratycznej
28253,AT,Eva,LICHTENBERGER,1954-07-01,F,Verts/ALE,Die Grünen - Die Grüne Alternative
1927,DE,Peter,LIESE,1965-05-20,M,PPE,Christlich Demokratische Union Deutschlands
28182,NL,Kartika Tamara,LIOTARD,1971-06-26,F,GUE/NGL,Onafhankelijk lid
96788,PL,Krzysztof,LISEK,1967-05-28,M,PPE,Platforma Obywatelska
96728,DE,Barbara,LOCHBIHLER,1959-05-20,F,Verts/ALE,Bündnis 90/Die Grünen
28399,ES,Antonio,LÓPEZ-ISTÚRIZ WHITE,1970-04-01,M,PPE,Partido Popular
4529,GB,Baroness Sarah,LUDFORD,1951-03-14,F,ALDE,Liberal Democrats Party
96791,PL,Elżbieta Katarzyna,ŁUKACIJEWSKA,1966-11-25,F,PPE,Platforma Obywatelska
1186,LU,Astrid,LULLING,1929-06-11,F,PPE,Parti chrétien social luxembourgeois
2327,GB,Linda,McAVAN,1962-12-02,F,S&D,Labour Party
2173,GB,Arlene,McCARTHY,1960-10-10,F,S&D,Labour Party
96919,GB,Emma,McCLARKIN,1978-10-09,F,ECR,Conservative Party
28115,IE,Mairead,McGUINNESS,1959-06-13,F,PPE,Fine Gael Party
1405,GB,Edward,McMILLAN-SCOTT,1949-08-15,M,ALDE,Liberal Democrats Party
4560,NL,Toine,MANDERS,1956-03-14,M,ALDE,Volkspartij voor Vrijheid en Democratie
28192,SK,Vladimír,MAŇKA,1959-09-19,M,S&D,SMER-Sociálna demokracia
1922,DE,Thomas,MANN,1946-01-28,M,PPE,Christlich Demokratische Union Deutschlands
33982,RO,Marian-Jean,MARINESCU,1952-08-11,M,PPE,Partidul Democrat-Liberal
1403,GB,David,MARTIN,1954-08-26,M,S&D,Labour Party
4238,AT,Hans-Peter,MARTIN,1957-08-11,M,Array,"Liste ""Dr. Martin - für Demokratie, Kontrolle, Gerechtigkeit"""
4346,ES,Miguel Angel,MARTÍNEZ MARTÍNEZ,1940-01-30,M,S&D,Partido Socialista Obrero Español
28338,ES,Antonio,MASIP HIDALGO,1946-05-03,M,S&D,Partido Socialista Obrero Español
23704,CZ,Jiří,MAŠTÁLKA,1956-01-03,M,GUE/NGL,Komunistická strana Čech a Moravy
4412,FR,Véronique,MATHIEU HOUILLON,1955-10-28,F,PPE,Union pour un Mouvement Populaire
95017,RO,Iosif,MATULA,1958-08-23,M,PPE,Partidul Democrat-Liberal
4275,DE,Hans-Peter,MAYER,1944-05-05,M,PPE,Christlich Demokratische Union Deutschlands
28362,ES,Jaime,MAYOR OREJA,1951-07-12,M,PPE,Partido Popular
39916,SI,Zofija,MAZEJ KUKOVIČ,1955-05-14,F,PPE,Slovenska demokratska stranka
96817,IT,Erminia,MAZZONI,1965-04-28,F,PPE,Nuovo Centrodestra
96870,DE,Gesine,MEISSNER,1952-02-22,F,ALDE,Freie Demokratische Partei
96742,FR,Jean-Luc,MÉLENCHON,1951-08-19,M,GUE/NGL,Front de gauche pour changer d’Europe
96978,PT,Nuno,MELO,1966-03-18,M,PPE,Partido Popular
4348,ES,Emilio,MENÉNDEZ del VALLE,1945-06-20,M,S&D,Partido Socialista Obrero Español
96910,NL,Judith,A. MERKIES,1966-09-28,F,S&D,Partij van de Arbeid
28407,ES,Willy,MEYER,1952-08-19,M,GUE/NGL,Izquierda Unida
96670,BE,Louis,MICHEL,1947-09-02,M,ALDE,Mouvement Réformateur
28178,SK,Miroslav,MIKOLÁŠIK,1952-09-11,M,PPE,Kresťanskodemokratické hnutie
28400,ES,Francisco José,MILLÁN MON,1955-03-08,M,PPE,Partido Popular
28112,IE,Gay,MITCHELL,1951-12-30,M,PPE,Fine Gael Party
4519,GB,Claude,MORAES,1965-10-22,M,S&D,Labour Party
96930,PT,Vital,MOREIRA,1944-11-08,M,S&D,Partido Socialista
38596,FR,Elisabeth,MORIN-CHARTIER,1947-10-10,F,PPE,Union pour un Mouvement Populaire
96661,HU,Krisztina,MORVAI,1963-06-22,F,Array,Jobbik Magyarországért Mozgalom
1965,NL,Jan,MULDER,1943-10-03,M,ALDE,Volkspartij voor Vrijheid en Democratie
1073,IT,Cristiana,MUSCARDINI,1948-11-06,F,ECR,Conservatori e Social Riformatori
5537,ES,Juan Andrés,NARANJO ESCOBAR,1952-01-04,M,PPE,Partido Popular
96653,SK,Katarína,NEVEĎALOVÁ,1982-11-10,F,S&D,SMER-Sociálna demokracia
1394,GB,Bill,NEWTON DUNN,1941-10-03,M,ALDE,Liberal Democrats Party
1946,BE,Annemie,NEYTS-UYTTEBROECK,1944-06-17,F,ALDE,Open Vlaamse Liberalen en Democraten
1318,GB,James,NICHOLSON,1945-01-29,M,ECR,Ulster Conservatives and Unionists-New Force
39714,RO,Rareş-Lucian,NICULESCU,1976-08-29,M,PPE,Partidul Democrat-Liberal
4289,DE,Angelika,NIEBLER,1963-02-18,F,PPE,Christlich-Soziale Union in Bayern e.V.
28165,NL,Lambert van,NISTELROOIJ,1953-03-05,M,PPE,Christen Democratisch Appèl
96794,PL,Sławomir,NITRAS,1973-04-26,M,PPE,Platforma Obywatelska
96981,AT,Franz,OBERMAYR,1952-05-25,M,Array,Freiheitliche Partei Österreichs
4328,ES,Raimon,OBIOLS,1940-08-05,M,S&D,Partit dels Socialistes de Catalunya
97230,EE,Kristiina,OJULAND,1966-12-17,F,ALDE,Sõltumatu
1122,NL,Ria,OOMEN-RUIJTEN,1950-09-06,F,PPE,Christen Democratisch Appèl
23819,HU,Csaba,ŐRY,1952-05-12,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
23705,CZ,Miroslav,OUZKÝ,1958-08-18,M,ECR,Občanská demokratická strana
26829,EE,Siiri,OVIIR,1947-11-03,F,ALDE,Sõltumatu
1191,DE,Doris,PACK,1942-03-18,F,PPE,Christlich Demokratische Union Deutschlands
97025,EE,Ivari,PADAR,1965-03-12,M,S&D,Sotsiaaldemokraatlik Erakond
96694,LT,Rolandas,PAKSAS,1956-06-10,M,EFD,Partija Tvarka ir teisingumas
28279,LT,Justas Vincas,PALECKIS,1942-01-01,M,S&D,Lietuvos socialdemokratų partija
97197,IT,Alfredo,PALLONE,1947-09-13,M,PPE,Nuovo Centrodestra
38602,BG,Vladko Todorov,PANAYOTOV,1950-05-07,M,ALDE,Movement for Rights and Freedoms
28365,IT,Pier Antonio,PANZERI,1955-06-06,M,S&D,Partito Democratico
28572,GR,Georgios,PAPASTAMKOS,1955-03-05,M,PPE,Nea Demokratia
96948,FR,Gilles,PARGNEAUX,1957-03-24,M,S&D,Parti socialiste
96654,SK,Jaroslav,PAŠKA,1954-06-20,M,EFD,Slovenská národná strana
96902,PT,Maria do Céu,PATRÃO NEVES,1959-04-26,F,PPE,Partido Social Democrata
